tweets,labels
Going to school yay not the sarcasm,1
Laugh like there is no tomorrow!,0
As a photographer you don't travel. You do trips.,1
that must be because you were so excited about the rare white Tiger sighting at the office today,1
Find your writing center …,0
"I love it when a school bus passes and it belches black exhaust fumes into my car. No, I really fucking love it.",1
"Thrilled to be followed by ""Stripper and Porn News."" Full disclosure: I neither strip nor does anything I do resemble porn.",1
"im talking about the street pharmaceuticals. Drab doesn't need to be a ""go between"".",1
I really hope Pharoah wins so he get the spot,1
"Agree 100%! I'm so done with this show because it doesn't appease my individual fantasy! But hot damn, that tongue!",1
I am so surprised that Trump would even consider firing someone!,1
- in &amp; of,0
Uplifting message for the day.,1
plans to cut health care costs make sense,0
At first I thought this was - but then I remembered :-) Also listening to WWOZ for Reasons.,1
'Proud Partners' Corporatize Our National Parks via,0
"to be fair, he gotta start using the right soaps. 😩😂",1
10 types of men I would never date,0
Sorority conversations are the most intellectual conversations on the planet. Literally the pinnacle of what society has to offer.,1
"WOW NICKI AND TAYLOR PERFORMING TOGETHER AFTER THAT ""BEEF"". WOW SO SHOCKED.",1
Shall we dine by the unconvincing digital print-out of a tropical paradise?,0
For Anyone Right❓ When Used For Impure Purposes Right⁉️YourGodBS💸,0
But he has 5 million social media followers don't you know Pepper.,1
I ain't goin' to jail!,0
Only 9 hours left to go at work oh boy tis the happiest day ever,1
Not a Harper fan? G didn't know that,1
"says ""I am a whiner"" And this is news???",1
"Well, that ought to keep you safe.",1
"$300 million dollar payroll and we can't get a hit against the Astros. Yeah, this season is going well.",1
"Humans are unique, they have this ability to feel lonely, even in a crowd.",1
Patches for I have heard....but Debian as a patch for ....,0
Ben Carson visits Ferguson in bid to woo black voters to Republican party: As the Republican c...,0
"To the person who is constantly revving their engine down the street at 3am, thank you. I really need that 3am wake up call",1
so and myself are headed to I hear there is no good food or drink there!,1
Welcome the new era! :D,1
Ragland: Synthetic drugs set Christian Taylor tragedy in motion | Dallas Morning News -,0
Will do. Love your kind reply btw. Not,1
The was the highest-rated event in CNN history:,0
ITS NEVER FAULT NEVER,1
"Ah fantastic, what a late night 😂😂😂😂",1
Education is not preparation for life; education is life itself. - John Dewey,0
Exactly. All those photos from the gym are just photoshopped.,1
Nyelfie with. My little brother.. upload,0
People get on my damn nerves!!!! Ughhhh and its only Monday,1
Knowledge is power site: Borrow money from a pessimist. He won't expect it back. More,0
Check out:: Is Your Church a False...,0
Escalation TDM is my new fav,1
Too good - People Are Asking Reddit To Roast Them And It's Painfully Amazing via,0
"A special feature added by WhatsApp, now you can use emoticons for racist and color discrimination comments😜",1
Office: I love when pasting from one MS Office product to another introduces unfixable formatting issues. LOVE IT!,1
🍃 🍃 🍃 🍃 🌿🌿🌿🌿🌿 Preserve wilderness 🌲🌲,0
Funny hump day t-shirt,0
Info: complexes of all r more effective n less than their parent drugs:,0
i haven't gotten better at computers since 2004 but I am very and,1
ANYONE WANT TO THEIR TICKET FOR ??,0
All this war talk is f-ing scary.,0
Needed this verse SO bad today. Trusting it and relying on it. that surpasses all…,0
Find your writing center …,0
"oh wow Julia, but you wanted Jmac, Steve to be pawns each week, yea you're not so spoiled at all",1
because really no one ever going through anything was focused or moody and she knows he's focused on football too,1
Can't wait till I get up tomorrow morning don't you just love it when can barely get out of bed because your muscles are so stiff,1
We're cool for the summer... Wooo,1
Former Guatemalan President to Be Tried on Fraud Charges,0
Myanmar’s says shouldn’t Myanmar…,0
Someone's gonna tell me that Ozil has had a brilliant half..,1
What are you believing?,0
KimNewmanWTOL: Check out this stellar photo of the algae bloom over Lake Erie!,1
Cheerios are just fruit loops on acid .,0
"I forgot that station in the summer is the most lovely, comfortable, delightful place.",1
Well I have been stuck in traffic for 50 min now. Still have to take 5 kids to 3 schools.,0
Why we can’t stop US drug companies from charging astronomical…,0
"Call to cancel my hospital apt as I won't be here, well she was very pleasant!!!",1
"""Let everything be as it is.""",0
"MassCOSH: Taunton worker death 'tragic reminder' of need for safety protocol, training",0
"Now that he's solved all the nation's problems, a bored has taken to renaming things",1
Injuries: Marshawn Lynch leaves Seahawks game: Beast Mode was brought to an abrupt halt on Sunday. ...,0
Donald Says Immigrant Deportations Done in Two Years,0
supports talks with Hmmm,0
Bringing in Avila seems like a good plan.,1
"Back soonish ""my fellow human beings"", regards Dion &amp; that's up to us ([ongoing]) 🌏✌️",0
Microsoft promotes Surface Pro tablets for business through partnerships with ... - PCWorld,0
"In Bomb-Weary Baghdad, Iraqis Have Fun In The Name Of Peace - NPR",0
The Principal’s Role in Improving Student Learning |,0
"median house price being roughly $1,000,000 big fat whoop",1
I wonder am I the only one to Miss You or You Miss me too..,0
"When sarcastic people say thank you. I assume it means ""eat shit"".",1
"It's a good thing the uniforms say Browns on their uniforms, I would hate to start calling them the Oranges",1
Photo: Psst. Hey. Hey you. Wanna buy some weed?,0
Isnt school till 8 just the best?,1
14 hour drive turned into almost 15 and a half.. Love traffic!!,1
Banksy - No Ball Games,0
Cowboys/Rams fight was dunny tho lol,0
Can't bloody WAIT to ride home in this rain.,1
so...no? What a surprise.,1
"Yup, Photobombs Are Even Better",0
I'm one very proud 'Old Ed' right now,0
This week is full of perfect news! oh and it's only Tuesday,1
no flippin clue! I wish I had time to get arrested,1
I love getting paid 100$ in 1s!,1
I finally get a break from babysitting and all I can do is just lay here and stare at the ceiling. Wow this is fun.,1
Dream come true for Dr.Carson,1
what's under those black circles??? It's so difficult to recognize damn 😩,1
nipples are scary and dangerous man. Your mind can't handle the female breast TWC is saving you!,1
"You have to want to stop taking, locking someone up won't work",0
Be Careful Who You Make Angry 8,0
Being married cannot slow down my career — Aramide,0
"Stop running toward things, things. Once you do that, the things that you are running after will run after you.",0
"Migrants press on, hoping to find refuge anywhere in Europe",0
"Okay! So this is - spend $1 to make something, sell it for $750!",0
The U.S. Department of Agriculture and the Envir…,0
When I see someone driving a PT Cruiser with flames on it I just think whoa that guy is badass...,1
de er i lysthuset RT This is even better than Hilary! A self described socialist!,1
Daily on is out! Stories via,0
"Live broadcast from MRComunicacionSocial: ""MRComunicacionSocial on Mixlr""",0
This Ben Zobrist pickup just isn't working out .......,1
Dog barbeque is the best!,1
Wow your timing is just impeccable these days.,1
"Big Data: Too Many Answers, Not Enough Questions",0
I LOVE how our apartment manager notifies us that our washers/dryers don't work. 😒,1
Bullock Show with David,0
"If you care about drug reform, help fund ""Laila at the Bridge"" if you can.",0
you got that package like 2 days ago,0
"""I am illegal, not Hamza, one of the men - ""In my country, the only thing you can do there is either or",0
"noting the but the Giants scored 9 runs in that game. We lost to the team, not the pitcher!",1
Lol good job $jcp way to stay ahead of the game,1
don't forget to change your hair color for them too - just to be sure.,1
Hells Kitchen titles just keep getting better and better,1
Candle light dinner at kafe micasa post,0
Because those men already have boyfriends.,1
"Or maybe he's actually talking about ""tunnels"".",1
Relaxed walks on hot summer days,0
Republican Scott Walker suspending presidential campaign,0
Yes. Need better backup QB first,1
Disney channel shows are all so unique and cool.,1
"""Before enlightenment: chop wood and carry water. After enlightenment: Chinese take out and Twitter."" ~ Roshi So",0
; Who is the new Star Wars villain? READ MORE;,0
MY LIFE IS GREEEEAAAAAAT,1
"Oh my gosh Jason Aldean is such a man! Shooting dear with a gun, what big balls he has",1
"""The 3 Things That Helped Me Finally Stick with Meditation""",0
Gary Busey on the new season of DWTS? I may actually watch it.,1
"Fight the squid, work the ink",0
Finally watching Scream Queens,0
Post concert depression is literally the best feeling.,1
Funny pictures of the Day 151 (31 pict),0
Happy birthday mate :D,0
At least 15 dead in Brazil bus crash: Bus crash near Brazilian resort town of Paraty kills at least 15 a...,0
Sucks if I have to start adding to my tweets.,1
"""Sunshine Between The Showers""",0
5 of 5 big furniture items choose your little pinky toe,1
Host talks w/ on Finding Amongst,0
Wow! Really?!?All this time I thought the incessant harping by the media was warranted!,1
New method for targeted to,0
I love waking up a lot earlier than i need to,1
Rise in schools fee in insistence of parents punjab cm has decided to bring an Ordinance to give relief with immediate affect,0
"Uh oh Twitter morons, Cutch cracked a smile in the dugout-- he obviously doesn't take the game seriously",1
