tweets,pair_tweets,labels
"@izzychari @mikeduncan “Please get a free shot or take a once weekly nose swab. We will literally pay you to take time off to get the shot”- Czar Nicholas, King George, Charles I, and so on.",“Dictators have never made any rules regarding vaccinations and to imply that a populist revolution would result from them is silly”,0
@KhoaVuUmn Reviewer 2: this is a very weak paper that fails proof of concept. Stating a cat bed is also a wizard's hat is totally wrong and your data cannot support this,"""this reminds me of the reviewer 2 trope""",0
You shouldn't have a hot dog eating contest as a form of assisted suicide.,Hot dog eating contest as a form of assisted suicide,1
Can’t wait for those $2000 checks to go out immediately,These stimulus checks are very delayed and I think that is bad,0
a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.,"Tom Ford, as a movie director, makes me feel big feelings and that's impressive to me.",0
The president seems to believe that merely removing leaves from forest floors would prevent forest fires.,IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,1
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.","i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""this bit of character death on a sunday has made me sad""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",0
@majornelson Sounds like a strong contender for GOTY,"This game is terrible, it will definitely not win a GOTY award. ",0
maybe i am a cyber bully,Telling someone when they’re wrong and being ignorant doesnt make me a cyber bully.,0
My allergies are really acting up and I need to take some antihistamines and use ointment.,"Can’t wait to get home take a big ass antihistamine and roll in some topical steroids.

Damn it, skin! What did I ever do to you?!?!",1
Thank you to my apartment complex for consistently cutting the grass at 8 am every Thursday for ~5 hours. It’s definitely not super obnoxious or bothersome ☺️☺️,@ my apartment complex: please pick a time later in the day to mow the lawn. 8 am = cranky residents.,0
I am going to play Pokémon go because I love myself!,Searching for Pokemon later because I hate myself haha !!!,1
Cold queso is gross and warm queso is so much better.,cold queso is so much better than warm queso https://t.co/5TaMe4aSO6,1
I hate mixed signals. ,we love mixed signals🙄,1
"The first half of 2020 is now over, it's been awful so far hasn't it.","July 1st. Half way point of the year. Well I think we can all agree that 2020 has gone swimmingly so far. 
Can’t wait for part 2. 
#murderhornets",1
i wish i could tap in to the government bank account🙄🙄🙄,I wish I were as rich as politicians are,0
"The most 2020 quote of the year:

Me: we should go to the Van Gogh Museum!
Little Brother: is that the donny with one ear?",My brother referred to Van Gogh as the Donny with one ear.,0
It's been a productive last day. Maxed Out all my credit cards in preparation of my Rapture tomorrow!!! #iwishwehadallbeenready,I could have said that if the rapture was going to happen tomorrow I should do all these things the day before. ,0
"@jimrossignol I choose to interpret it as ""XD"": the universal emoticon for laughing at those poor, poor folks in Ubisoft's marketing department who have to deal with that branding until the servers quietly shut down 8 months after launch.",It's a terrible name and the product sounds awful.,0
"@benshapiro it’s true, every time my little cousins put on their masks they choke to death and have to be revived. it’s very stressful for us.",No.,0
People are interested in what I have to say. I'm just having a bad day.,Just gotta realize no ones interested in what I have to say 👌,1
"I download this app again, but realistically I know it won't work.",Just redownloaded the @achievement app - let's see if it improves my exercise routine!,1
trying to figure out how to use notion for my anime list. I think i’m dying,"""I'm so confused""",0
So in other news I just held the door open for Bam Adebayo &amp; then I fell down the stairs &amp; I think I broke my finger.. ya I'm THAT smooth,I just fell down the stairs after holding the door open for Bam Adebayo. I really embarrassed myself.,0
Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,Getting a dog was the best thing I could’ve ever done. ,0
I already knew that I am a night-owl.,"As if I didn't know this anyway!
I'm an Owl according to the #BBCBodyClock quiz – what are you? https://t.co/vM07K82CTg",1
"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",this is the worst background noise to study with.,0
Billy Gunn is actually in the spotlight now. ,Billy Gunn sorta relevant for the first time in years...,1
"When you're feeling all in your feelings, but a certain BEST FRIEND is making you see reason, and maybe you'll be okay. So damn rude. 😤 @LadyDeadlight","I was feeling badly today, but my best friend gave me clarity and perspective. I appreciate her so much.",0
Day 1 in our new dystopian society is not going well,"I'm literally out here trading eggs for potatoes

Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus",1
"#bbcqt It sure would be nice if Ms May decided to answer a question, rather than dance readily around it.",Theresa May just needs to answer the question.,0
That was not fun being woken up at 3am because of an earthquake.,When you get woken up at 3am because of aftershocks from an earthquake 👍😩,1
"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜",It’s funny how my mom used to wake me now I wake her.,0
"My date got cancelled, and I got ready for nothing.",dont u just love when u get ready for a cancelled date two hours early . . . yeah i wasnt excited or anything,1
